,포켓몬 사진,포켓몬 번호,포켓몬 이름,포켓몬 폼
282,https://data1.pokemonkorea.co.kr/newdata/pokedex/mid/021202.png,No.0212,메가핫삼,
283,https://data1.pokemonkorea.co.kr/newdata/pokedex/mid/021301.png,No.0213,단단지,
284,https://data1.pokemonkorea.co.kr/newdata/pokedex/mid/021401.png,No.0214,헤라크로스,
285,https://data1.pokemonkorea.co.kr/newdata/pokedex/mid/021402.png,No.0214,메가헤라크로스,
286,https://data1.pokemonkorea.co.kr/newdata/pokedex/mid/021501.png,No.0215,포푸니,
287,https://data1.pokemonkorea.co.kr/newdata/pokedex/mid/021502.png,No.0215,포푸니,히스이의 모습
288,https://data1.pokemonkorea.co.kr/newdata/pokedex/mid/021601.png,No.0216,깜지곰,
289,https://data1.pokemonkorea.co.kr/newdata/pokedex/mid/021701.png,No.0217,링곰,
290,https://data1.pokemonkorea.co.kr/newdata/pokedex/mid/021801.png,No.0218,마그마그,
291,https://data1.pokemonkorea.co.kr/newdata/pokedex/mid/021901.png,No.0219,마그카르고,
292,https://data1.pokemonkorea.co.kr/newdata/pokedex/mid/022001.png,No.0220,꾸꾸리,
293,https://data1.pokemonkorea.co.kr/newdata/pokedex/mid/022101.png,No.0221,메꾸리,
294,https://data1.pokemonkorea.co.kr/newdata/pokedex/mid/022201.png,No.0222,코산호,
295,https://data1.pokemonkorea.co.kr/newdata/pokedex/mid/022202.png,No.0222,코산호,가라르의 모습
296,https://data1.pokemonkorea.co.kr/newdata/pokedex/mid/022301.png,No.0223,총어,
297,https://data1.pokemonkorea.co.kr/newdata/pokedex/mid/022401.png,No.0224,대포무노,
298,https://data1.pokemonkorea.co.kr/newdata/pokedex/mid/022501.png,No.0225,딜리버드,
299,https://data1.pokemonkorea.co.kr/newdata/pokedex/mid/022601.png,No.0226,만타인,
300,https://data1.pokemonkorea.co.kr/newdata/pokedex/mid/022701.png,No.0227,무장조,
301,https://data1.pokemonkorea.co.kr/newdata/pokedex/mid/022801.png,No.0228,델빌,
302,https://data1.pokemonkorea.co.kr/newdata/pokedex/mid/022901.png,No.0229,헬가,
303,https://data1.pokemonkorea.co.kr/newdata/pokedex/mid/022902.png,No.0229,메가헬가,
304,https://data1.pokemonkorea.co.kr/newdata/pokedex/mid/023001.png,No.0230,킹드라,
305,https://data1.pokemonkorea.co.kr/newdata/pokedex/mid/023101.png,No.0231,코코리,
306,https://data1.pokemonkorea.co.kr/newdata/pokedex/mid/023201.png,No.0232,코리갑,
307,https://data1.pokemonkorea.co.kr/newdata/pokedex/mid/023301.png,No.0233,폴리곤2,
308,https://data1.pokemonkorea.co.kr/newdata/pokedex/mid/023401.png,No.0234,노라키,
309,https://data1.pokemonkorea.co.kr/newdata/pokedex/mid/023501.png,No.0235,루브도,
310,https://data1.pokemonkorea.co.kr/newdata/pokedex/mid/023601.png,No.0236,배루키,
311,https://data1.pokemonkorea.co.kr/newdata/pokedex/mid/023701.png,No.0237,카포에라,
312,https://data1.pokemonkorea.co.kr/newdata/pokedex/mid/023801.png,No.0238,뽀뽀라,
313,https://data1.pokemonkorea.co.kr/newdata/pokedex/mid/023901.png,No.0239,에레키드,
314,https://data1.pokemonkorea.co.kr/newdata/pokedex/mid/024001.png,No.0240,마그비,
315,https://data1.pokemonkorea.co.kr/newdata/pokedex/mid/024101.png,No.0241,밀탱크,
316,https://data1.pokemonkorea.co.kr/newdata/pokedex/mid/024201.png,No.0242,해피너스,
317,https://data1.pokemonkorea.co.kr/newdata/pokedex/mid/024301.png,No.0243,라이코,
318,https://data1.pokemonkorea.co.kr/newdata/pokedex/mid/024401.png,No.0244,앤테이,
319,https://data1.pokemonkorea.co.kr/newdata/pokedex/mid/024501.png,No.0245,스이쿤,
320,https://data1.pokemonkorea.co.kr/newdata/pokedex/mid/024601.png,No.0246,애버라스,
321,https://data1.pokemonkorea.co.kr/newdata/pokedex/mid/024701.png,No.0247,데기라스,
322,https://data1.pokemonkorea.co.kr/newdata/pokedex/mid/024801.png,No.0248,마기라스,
323,https://data1.pokemonkorea.co.kr/newdata/pokedex/mid/024802.png,No.0248,메가마기라스,
324,https://data1.pokemonkorea.co.kr/newdata/pokedex/mid/024901.png,No.0249,루기아,
325,https://data1.pokemonkorea.co.kr/newdata/pokedex/mid/025001.png,No.0250,칠색조,
326,https://data1.pokemonkorea.co.kr/newdata/pokedex/mid/025101.png,No.0251,세레비,
327,https://data1.pokemonkorea.co.kr/newdata/pokedex/mid/025201.png,No.0252,나무지기,
328,https://data1.pokemonkorea.co.kr/newdata/pokedex/mid/025301.png,No.0253,나무돌이,
329,https://data1.pokemonkorea.co.kr/newdata/pokedex/mid/025401.png,No.0254,나무킹,
330,https://data1.pokemonkorea.co.kr/newdata/pokedex/mid/025402.png,No.0254,메가나무킹,
331,https://data1.pokemonkorea.co.kr/newdata/pokedex/mid/025501.png,No.0255,아차모,
332,https://data1.pokemonkorea.co.kr/newdata/pokedex/mid/025601.png,No.0256,영치코,
333,https://data1.pokemonkorea.co.kr/newdata/pokedex/mid/025701.png,No.0257,번치코,
334,https://data1.pokemonkorea.co.kr/newdata/pokedex/mid/025702.png,No.0257,메가번치코,
335,https://data1.pokemonkorea.co.kr/newdata/pokedex/mid/025801.png,No.0258,물짱이,
336,https://data1.pokemonkorea.co.kr/newdata/pokedex/mid/025901.png,No.0259,늪짱이,
337,https://data1.pokemonkorea.co.kr/newdata/pokedex/mid/026001.png,No.0260,대짱이,
338,https://data1.pokemonkorea.co.kr/newdata/pokedex/mid/026002.png,No.0260,메가대짱이,
339,https://data1.pokemonkorea.co.kr/newdata/pokedex/mid/026101.png,No.0261,포챠나,
340,https://data1.pokemonkorea.co.kr/newdata/pokedex/mid/026201.png,No.0262,그라에나,
341,https://data1.pokemonkorea.co.kr/newdata/pokedex/mid/026301.png,No.0263,지그제구리,
342,https://data1.pokemonkorea.co.kr/newdata/pokedex/mid/026302.png,No.0263,지그제구리,가라르의 모습
343,https://data1.pokemonkorea.co.kr/newdata/pokedex/mid/026401.png,No.0264,직구리,
344,https://data1.pokemonkorea.co.kr/newdata/pokedex/mid/026402.png,No.0264,직구리,가라르의 모습
345,https://data1.pokemonkorea.co.kr/newdata/pokedex/mid/026501.png,No.0265,개무소,
346,https://data1.pokemonkorea.co.kr/newdata/pokedex/mid/026601.png,No.0266,실쿤,
347,https://data1.pokemonkorea.co.kr/newdata/pokedex/mid/026701.png,No.0267,뷰티플라이,
348,https://data1.pokemonkorea.co.kr/newdata/pokedex/mid/026801.png,No.0268,카스쿤,
349,https://data1.pokemonkorea.co.kr/newdata/pokedex/mid/026901.png,No.0269,독케일,
350,https://data1.pokemonkorea.co.kr/newdata/pokedex/mid/027001.png,No.0270,연꽃몬,
351,https://data1.pokemonkorea.co.kr/newdata/pokedex/mid/027101.png,No.0271,로토스,
352,https://data1.pokemonkorea.co.kr/newdata/pokedex/mid/027201.png,No.0272,로파파,
353,https://data1.pokemonkorea.co.kr/newdata/pokedex/mid/027301.png,No.0273,도토링,
354,https://data1.pokemonkorea.co.kr/newdata/pokedex/mid/027401.png,No.0274,잎새코,
355,https://data1.pokemonkorea.co.kr/newdata/pokedex/mid/027501.png,No.0275,다탱구,
356,https://data1.pokemonkorea.co.kr/newdata/pokedex/mid/027601.png,No.0276,테일로,
357,https://data1.pokemonkorea.co.kr/newdata/pokedex/mid/027701.png,No.0277,스왈로,
358,https://data1.pokemonkorea.co.kr/newdata/pokedex/mid/027801.png,No.0278,갈모매,
359,https://data1.pokemonkorea.co.kr/newdata/pokedex/mid/027901.png,No.0279,패리퍼,
360,https://data1.pokemonkorea.co.kr/newdata/pokedex/mid/028001.png,No.0280,랄토스,
361,https://data1.pokemonkorea.co.kr/newdata/pokedex/mid/028101.png,No.0281,킬리아,
362,https://data1.pokemonkorea.co.kr/newdata/pokedex/mid/028201.png,No.0282,가디안,
363,https://data1.pokemonkorea.co.kr/newdata/pokedex/mid/028202.png,No.0282,메가가디안,
364,https://data1.pokemonkorea.co.kr/newdata/pokedex/mid/028301.png,No.0283,비구술,
365,https://data1.pokemonkorea.co.kr/newdata/pokedex/mid/028401.png,No.0284,비나방,
366,https://data1.pokemonkorea.co.kr/newdata/pokedex/mid/028501.png,No.0285,버섯꼬,
367,https://data1.pokemonkorea.co.kr/newdata/pokedex/mid/028601.png,No.0286,버섯모,
368,https://data1.pokemonkorea.co.kr/newdata/pokedex/mid/028701.png,No.0287,게을로,
369,https://data1.pokemonkorea.co.kr/newdata/pokedex/mid/028801.png,No.0288,발바로,
370,https://data1.pokemonkorea.co.kr/newdata/pokedex/mid/028901.png,No.0289,게을킹,
371,https://data1.pokemonkorea.co.kr/newdata/pokedex/mid/029001.png,No.0290,토중몬,
372,https://data1.pokemonkorea.co.kr/newdata/pokedex/mid/029101.png,No.0291,아이스크,
373,https://data1.pokemonkorea.co.kr/newdata/pokedex/mid/029201.png,No.0292,껍질몬,
374,https://data1.pokemonkorea.co.kr/newdata/pokedex/mid/029301.png,No.0293,소곤룡,
375,https://data1.pokemonkorea.co.kr/newdata/pokedex/mid/029401.png,No.0294,노공룡,
376,https://data1.pokemonkorea.co.kr/newdata/pokedex/mid/029501.png,No.0295,폭음룡,
377,https://data1.pokemonkorea.co.kr/newdata/pokedex/mid/029601.png,No.0296,마크탕,
378,https://data1.pokemonkorea.co.kr/newdata/pokedex/mid/029701.png,No.0297,하리뭉,
379,https://data1.pokemonkorea.co.kr/newdata/pokedex/mid/029801.png,No.0298,루리리,
380,https://data1.pokemonkorea.co.kr/newdata/pokedex/mid/029901.png,No.0299,코코파스,
381,https://data1.pokemonkorea.co.kr/newdata/pokedex/mid/030001.png,No.0300,에나비,
382,https://data1.pokemonkorea.co.kr/newdata/pokedex/mid/030101.png,No.0301,델케티,
383,https://data1.pokemonkorea.co.kr/newdata/pokedex/mid/030201.png,No.0302,깜까미,
384,https://data1.pokemonkorea.co.kr/newdata/pokedex/mid/030202.png,No.0302,메가깜까미,
385,https://data1.pokemonkorea.co.kr/newdata/pokedex/mid/030301.png,No.0303,입치트,
386,https://data1.pokemonkorea.co.kr/newdata/pokedex/mid/030302.png,No.0303,메가입치트,
387,https://data1.pokemonkorea.co.kr/newdata/pokedex/mid/030401.png,No.0304,가보리,
388,https://data1.pokemonkorea.co.kr/newdata/pokedex/mid/030501.png,No.0305,갱도라,
389,https://data1.pokemonkorea.co.kr/newdata/pokedex/mid/030601.png,No.0306,보스로라,
390,https://data1.pokemonkorea.co.kr/newdata/pokedex/mid/030602.png,No.0306,메가보스로라,
391,https://data1.pokemonkorea.co.kr/newdata/pokedex/mid/030701.png,No.0307,요가랑,
392,https://data1.pokemonkorea.co.kr/newdata/pokedex/mid/030801.png,No.0308,요가램,
393,https://data1.pokemonkorea.co.kr/newdata/pokedex/mid/030802.png,No.0308,메가요가램,
394,https://data1.pokemonkorea.co.kr/newdata/pokedex/mid/030901.png,No.0309,썬더라이,
395,https://data1.pokemonkorea.co.kr/newdata/pokedex/mid/031001.png,No.0310,썬더볼트,
396,https://data1.pokemonkorea.co.kr/newdata/pokedex/mid/031002.png,No.0310,메가썬더볼트,
397,https://data1.pokemonkorea.co.kr/newdata/pokedex/mid/031101.png,No.0311,플러시,
398,https://data1.pokemonkorea.co.kr/newdata/pokedex/mid/031201.png,No.0312,마이농,
399,https://data1.pokemonkorea.co.kr/newdata/pokedex/mid/031301.png,No.0313,볼비트,
400,https://data1.pokemonkorea.co.kr/newdata/pokedex/mid/031401.png,No.0314,네오비트,
401,https://data1.pokemonkorea.co.kr/newdata/pokedex/mid/031501.png,No.0315,로젤리아,
402,https://data1.pokemonkorea.co.kr/newdata/pokedex/mid/031601.png,No.0316,꼴깍몬,
403,https://data1.pokemonkorea.co.kr/newdata/pokedex/mid/031701.png,No.0317,꿀꺽몬,
404,https://data1.pokemonkorea.co.kr/newdata/pokedex/mid/031801.png,No.0318,샤프니아,
405,https://data1.pokemonkorea.co.kr/newdata/pokedex/mid/031901.png,No.0319,샤크니아,
406,https://data1.pokemonkorea.co.kr/newdata/pokedex/mid/031902.png,No.0319,메가샤크니아,
407,https://data1.pokemonkorea.co.kr/newdata/pokedex/mid/032001.png,No.0320,고래왕자,
408,https://data1.pokemonkorea.co.kr/newdata/pokedex/mid/032101.png,No.0321,고래왕,
409,https://data1.pokemonkorea.co.kr/newdata/pokedex/mid/032201.png,No.0322,둔타,
410,https://data1.pokemonkorea.co.kr/newdata/pokedex/mid/032301.png,No.0323,폭타,
411,https://data1.pokemonkorea.co.kr/newdata/pokedex/mid/032302.png,No.0323,메가폭타,
412,https://data1.pokemonkorea.co.kr/newdata/pokedex/mid/032401.png,No.0324,코터스,
413,https://data1.pokemonkorea.co.kr/newdata/pokedex/mid/032501.png,No.0325,피그점프,
414,https://data1.pokemonkorea.co.kr/newdata/pokedex/mid/032601.png,No.0326,피그킹,
415,https://data1.pokemonkorea.co.kr/newdata/pokedex/mid/032701.png,No.0327,얼루기,
416,https://data1.pokemonkorea.co.kr/newdata/pokedex/mid/032801.png,No.0328,톱치,
417,https://data1.pokemonkorea.co.kr/newdata/pokedex/mid/032901.png,No.0329,비브라바,
418,https://data1.pokemonkorea.co.kr/newdata/pokedex/mid/033001.png,No.0330,플라이곤,
419,https://data1.pokemonkorea.co.kr/newdata/pokedex/mid/033101.png,No.0331,선인왕,
420,https://data1.pokemonkorea.co.kr/newdata/pokedex/mid/033201.png,No.0332,밤선인,
421,https://data1.pokemonkorea.co.kr/newdata/pokedex/mid/033301.png,No.0333,파비코,
422,https://data1.pokemonkorea.co.kr/newdata/pokedex/mid/033401.png,No.0334,파비코리,
423,https://data1.pokemonkorea.co.kr/newdata/pokedex/mid/033402.png,No.0334,메가파비코리,
424,https://data1.pokemonkorea.co.kr/newdata/pokedex/mid/033501.png,No.0335,쟝고,
425,https://data1.pokemonkorea.co.kr/newdata/pokedex/mid/033601.png,No.0336,세비퍼,
426,https://data1.pokemonkorea.co.kr/newdata/pokedex/mid/033701.png,No.0337,루나톤,
427,https://data1.pokemonkorea.co.kr/newdata/pokedex/mid/033801.png,No.0338,솔록,
428,https://data1.pokemonkorea.co.kr/newdata/pokedex/mid/033901.png,No.0339,미꾸리,
429,https://data1.pokemonkorea.co.kr/newdata/pokedex/mid/034001.png,No.0340,메깅,
430,https://data1.pokemonkorea.co.kr/newdata/pokedex/mid/034101.png,No.0341,가재군,
431,https://data1.pokemonkorea.co.kr/newdata/pokedex/mid/034201.png,No.0342,가재장군,
432,https://data1.pokemonkorea.co.kr/newdata/pokedex/mid/034301.png,No.0343,오뚝군,
433,https://data1.pokemonkorea.co.kr/newdata/pokedex/mid/034401.png,No.0344,점토도리,
434,https://data1.pokemonkorea.co.kr/newdata/pokedex/mid/034501.png,No.0345,릴링,
435,https://data1.pokemonkorea.co.kr/newdata/pokedex/mid/034601.png,No.0346,릴리요,
436,https://data1.pokemonkorea.co.kr/newdata/pokedex/mid/034701.png,No.0347,아노딥스,
437,https://data1.pokemonkorea.co.kr/newdata/pokedex/mid/034801.png,No.0348,아말도,
438,https://data1.pokemonkorea.co.kr/newdata/pokedex/mid/034901.png,No.0349,빈티나,
439,https://data1.pokemonkorea.co.kr/newdata/pokedex/mid/035001.png,No.0350,밀로틱,
440,https://data1.pokemonkorea.co.kr/newdata/pokedex/mid/035101.png,No.0351,캐스퐁,
441,https://data1.pokemonkorea.co.kr/newdata/pokedex/mid/035201.png,No.0352,켈리몬,
442,https://data1.pokemonkorea.co.kr/newdata/pokedex/mid/035301.png,No.0353,어둠대신,
443,https://data1.pokemonkorea.co.kr/newdata/pokedex/mid/035401.png,No.0354,다크펫,
444,https://data1.pokemonkorea.co.kr/newdata/pokedex/mid/035402.png,No.0354,메가다크펫,
445,https://data1.pokemonkorea.co.kr/newdata/pokedex/mid/035501.png,No.0355,해골몽,
446,https://data1.pokemonkorea.co.kr/newdata/pokedex/mid/035601.png,No.0356,미라몽,
447,https://data1.pokemonkorea.co.kr/newdata/pokedex/mid/035701.png,No.0357,트로피우스,
448,https://data1.pokemonkorea.co.kr/newdata/pokedex/mid/035801.png,No.0358,치렁,
449,https://data1.pokemonkorea.co.kr/newdata/pokedex/mid/035901.png,No.0359,앱솔,
450,https://data1.pokemonkorea.co.kr/newdata/pokedex/mid/035902.png,No.0359,메가앱솔,
451,https://data1.pokemonkorea.co.kr/newdata/pokedex/mid/036001.png,No.0360,마자,
452,https://data1.pokemonkorea.co.kr/newdata/pokedex/mid/036101.png,No.0361,눈꼬마,
453,https://data1.pokemonkorea.co.kr/newdata/pokedex/mid/036201.png,No.0362,얼음귀신,
454,https://data1.pokemonkorea.co.kr/newdata/pokedex/mid/036202.png,No.0362,메가얼음귀신,
455,https://data1.pokemonkorea.co.kr/newdata/pokedex/mid/036301.png,No.0363,대굴레오,
456,https://data1.pokemonkorea.co.kr/newdata/pokedex/mid/036401.png,No.0364,씨레오,
457,https://data1.pokemonkorea.co.kr/newdata/pokedex/mid/036501.png,No.0365,씨카이저,
458,https://data1.pokemonkorea.co.kr/newdata/pokedex/mid/036601.png,No.0366,진주몽,
459,https://data1.pokemonkorea.co.kr/newdata/pokedex/mid/036701.png,No.0367,헌테일,
460,https://data1.pokemonkorea.co.kr/newdata/pokedex/mid/036801.png,No.0368,분홍장이,
461,https://data1.pokemonkorea.co.kr/newdata/pokedex/mid/036901.png,No.0369,시라칸,
462,https://data1.pokemonkorea.co.kr/newdata/pokedex/mid/037001.png,No.0370,사랑동이,
463,https://data1.pokemonkorea.co.kr/newdata/pokedex/mid/037101.png,No.0371,아공이,
464,https://data1.pokemonkorea.co.kr/newdata/pokedex/mid/037201.png,No.0372,쉘곤,
465,https://data1.pokemonkorea.co.kr/newdata/pokedex/mid/037301.png,No.0373,보만다,
466,https://data1.pokemonkorea.co.kr/newdata/pokedex/mid/037302.png,No.0373,메가보만다,
467,https://data1.pokemonkorea.co.kr/newdata/pokedex/mid/037401.png,No.0374,메탕,
468,https://data1.pokemonkorea.co.kr/newdata/pokedex/mid/037501.png,No.0375,메탕구,
469,https://data1.pokemonkorea.co.kr/newdata/pokedex/mid/037601.png,No.0376,메타그로스,
470,https://data1.pokemonkorea.co.kr/newdata/pokedex/mid/037602.png,No.0376,메가메타그로스,
471,https://data1.pokemonkorea.co.kr/newdata/pokedex/mid/037701.png,No.0377,레지락,
472,https://data1.pokemonkorea.co.kr/newdata/pokedex/mid/037801.png,No.0378,레지아이스,
473,https://data1.pokemonkorea.co.kr/newdata/pokedex/mid/037901.png,No.0379,레지스틸,
474,https://data1.pokemonkorea.co.kr/newdata/pokedex/mid/038001.png,No.0380,라티아스,
475,https://data1.pokemonkorea.co.kr/newdata/pokedex/mid/038002.png,No.0380,메가라티아스,
476,https://data1.pokemonkorea.co.kr/newdata/pokedex/mid/038101.png,No.0381,라티오스,
477,https://data1.pokemonkorea.co.kr/newdata/pokedex/mid/038102.png,No.0381,메가라티오스,
478,https://data1.pokemonkorea.co.kr/newdata/pokedex/mid/038201.png,No.0382,가이오가,
479,https://data1.pokemonkorea.co.kr/newdata/pokedex/mid/038202.png,No.0382,원시가이오가,
480,https://data1.pokemonkorea.co.kr/newdata/pokedex/mid/038301.png,No.0383,그란돈,
481,https://data1.pokemonkorea.co.kr/newdata/pokedex/mid/038302.png,No.0383,원시그란돈,
482,https://data1.pokemonkorea.co.kr/newdata/pokedex/mid/038401.png,No.0384,레쿠쟈,
483,https://data1.pokemonkorea.co.kr/newdata/pokedex/mid/038402.png,No.0384,메가레쿠쟈,
484,https://data1.pokemonkorea.co.kr/newdata/pokedex/mid/038501.png,No.0385,지라치,
485,https://data1.pokemonkorea.co.kr/newdata/pokedex/mid/038601.png,No.0386,테오키스,노말폼
486,https://data1.pokemonkorea.co.kr/newdata/pokedex/mid/038602.png,No.0386,테오키스,어택폼
487,https://data1.pokemonkorea.co.kr/newdata/pokedex/mid/038603.png,No.0386,테오키스,디펜스폼
488,https://data1.pokemonkorea.co.kr/newdata/pokedex/mid/038604.png,No.0386,테오키스,스피드폼
489,https://data1.pokemonkorea.co.kr/newdata/pokedex/mid/038701.png,No.0387,모부기,
490,https://data1.pokemonkorea.co.kr/newdata/pokedex/mid/038801.png,No.0388,수풀부기,
491,https://data1.pokemonkorea.co.kr/newdata/pokedex/mid/038901.png,No.0389,토대부기,
492,https://data1.pokemonkorea.co.kr/newdata/pokedex/mid/039001.png,No.0390,불꽃숭이,
493,https://data1.pokemonkorea.co.kr/newdata/pokedex/mid/039101.png,No.0391,파이숭이,
494,https://data1.pokemonkorea.co.kr/newdata/pokedex/mid/039201.png,No.0392,초염몽,
495,https://data1.pokemonkorea.co.kr/newdata/pokedex/mid/039301.png,No.0393,팽도리,
496,https://data1.pokemonkorea.co.kr/newdata/pokedex/mid/039401.png,No.0394,팽태자,
497,https://data1.pokemonkorea.co.kr/newdata/pokedex/mid/039501.png,No.0395,엠페르트,
498,https://data1.pokemonkorea.co.kr/newdata/pokedex/mid/039601.png,No.0396,찌르꼬,
499,https://data1.pokemonkorea.co.kr/newdata/pokedex/mid/039701.png,No.0397,찌르버드,
500,https://data1.pokemonkorea.co.kr/newdata/pokedex/mid/039801.png,No.0398,찌르호크,
501,https://data1.pokemonkorea.co.kr/newdata/pokedex/mid/039901.png,No.0399,비버니,
502,https://data1.pokemonkorea.co.kr/newdata/pokedex/mid/040001.png,No.0400,비버통,
503,https://data1.pokemonkorea.co.kr/newdata/pokedex/mid/040101.png,No.0401,귀뚤뚜기,
504,https://data1.pokemonkorea.co.kr/newdata/pokedex/mid/040201.png,No.0402,귀뚤톡크,
505,https://data1.pokemonkorea.co.kr/newdata/pokedex/mid/040301.png,No.0403,꼬링크,
506,https://data1.pokemonkorea.co.kr/newdata/pokedex/mid/040401.png,No.0404,럭시오,
507,https://data1.pokemonkorea.co.kr/newdata/pokedex/mid/040501.png,No.0405,렌트라,
508,https://data1.pokemonkorea.co.kr/newdata/pokedex/mid/040601.png,No.0406,꼬몽울,
509,https://data1.pokemonkorea.co.kr/newdata/pokedex/mid/040701.png,No.0407,로즈레이드,
510,https://data1.pokemonkorea.co.kr/newdata/pokedex/mid/040801.png,No.0408,두개도스,
511,https://data1.pokemonkorea.co.kr/newdata/pokedex/mid/040901.png,No.0409,램펄드,
512,https://data1.pokemonkorea.co.kr/newdata/pokedex/mid/041001.png,No.0410,방패톱스,
513,https://data1.pokemonkorea.co.kr/newdata/pokedex/mid/041101.png,No.0411,바리톱스,
514,https://data1.pokemonkorea.co.kr/newdata/pokedex/mid/041201.png,No.0412,도롱충이,초목도롱
515,https://data1.pokemonkorea.co.kr/newdata/pokedex/mid/041202.png,No.0412,도롱충이,모래땅도롱
516,https://data1.pokemonkorea.co.kr/newdata/pokedex/mid/041203.png,No.0412,도롱충이,슈레도롱
517,https://data1.pokemonkorea.co.kr/newdata/pokedex/mid/041301.png,No.0413,도롱마담,초목도롱
518,https://data1.pokemonkorea.co.kr/newdata/pokedex/mid/041302.png,No.0413,도롱마담,모래땅도롱
519,https://data1.pokemonkorea.co.kr/newdata/pokedex/mid/041303.png,No.0413,도롱마담,슈레도롱
520,https://data1.pokemonkorea.co.kr/newdata/pokedex/mid/041401.png,No.0414,나메일,
521,https://data1.pokemonkorea.co.kr/newdata/pokedex/mid/041501.png,No.0415,세꿀버리,
522,https://data1.pokemonkorea.co.kr/newdata/pokedex/mid/041601.png,No.0416,비퀸,
523,https://data1.pokemonkorea.co.kr/newdata/pokedex/mid/041701.png,No.0417,파치리스,
524,https://data1.pokemonkorea.co.kr/newdata/pokedex/mid/041801.png,No.0418,브이젤,
525,https://data1.pokemonkorea.co.kr/newdata/pokedex/mid/041901.png,No.0419,플로젤,
526,https://data1.pokemonkorea.co.kr/newdata/pokedex/mid/042001.png,No.0420,체리버,
527,https://data1.pokemonkorea.co.kr/newdata/pokedex/mid/042101.png,No.0421,체리꼬,네거폼
528,https://data1.pokemonkorea.co.kr/newdata/pokedex/mid/042102.png,No.0421,체리꼬,포지폼
529,https://data1.pokemonkorea.co.kr/newdata/pokedex/mid/042201.png,No.0422,깝질무,서쪽바다
530,https://data1.pokemonkorea.co.kr/newdata/pokedex/mid/042202.png,No.0422,깝질무,동쪽바다
531,https://data1.pokemonkorea.co.kr/newdata/pokedex/mid/042301.png,No.0423,트리토돈,서쪽바다
532,https://data1.pokemonkorea.co.kr/newdata/pokedex/mid/042302.png,No.0423,트리토돈,동쪽바다
533,https://data1.pokemonkorea.co.kr/newdata/pokedex/mid/042401.png,No.0424,겟핸보숭,
534,https://data1.pokemonkorea.co.kr/newdata/pokedex/mid/042501.png,No.0425,흔들풍손,
535,https://data1.pokemonkorea.co.kr/newdata/pokedex/mid/042601.png,No.0426,둥실라이드,
536,https://data1.pokemonkorea.co.kr/newdata/pokedex/mid/042701.png,No.0427,이어롤,
537,https://data1.pokemonkorea.co.kr/newdata/pokedex/mid/042801.png,No.0428,이어롭,
538,https://data1.pokemonkorea.co.kr/newdata/pokedex/mid/042802.png,No.0428,메가이어롭,
539,https://data1.pokemonkorea.co.kr/newdata/pokedex/mid/042901.png,No.0429,무우마직,
540,https://data1.pokemonkorea.co.kr/newdata/pokedex/mid/043001.png,No.0430,돈크로우,
541,https://data1.pokemonkorea.co.kr/newdata/pokedex/mid/043101.png,No.0431,나옹마,
542,https://data1.pokemonkorea.co.kr/newdata/pokedex/mid/043201.png,No.0432,몬냥이,
543,https://data1.pokemonkorea.co.kr/newdata/pokedex/mid/043301.png,No.0433,랑딸랑,
544,https://data1.pokemonkorea.co.kr/newdata/pokedex/mid/043401.png,No.0434,스컹뿡,
545,https://data1.pokemonkorea.co.kr/newdata/pokedex/mid/043501.png,No.0435,스컹탱크,
546,https://data1.pokemonkorea.co.kr/newdata/pokedex/mid/043601.png,No.0436,동미러,
547,https://data1.pokemonkorea.co.kr/newdata/pokedex/mid/043701.png,No.0437,동탁군,
548,https://data1.pokemonkorea.co.kr/newdata/pokedex/mid/043801.png,No.0438,꼬지지,
549,https://data1.pokemonkorea.co.kr/newdata/pokedex/mid/043901.png,No.0439,흉내내,
550,https://data1.pokemonkorea.co.kr/newdata/pokedex/mid/044001.png,No.0440,핑복,
551,https://data1.pokemonkorea.co.kr/newdata/pokedex/mid/044101.png,No.0441,페라페,
552,https://data1.pokemonkorea.co.kr/newdata/pokedex/mid/044201.png,No.0442,화강돌,
553,https://data1.pokemonkorea.co.kr/newdata/pokedex/mid/044301.png,No.0443,딥상어동,
554,https://data1.pokemonkorea.co.kr/newdata/pokedex/mid/044401.png,No.0444,한바이트,
555,https://data1.pokemonkorea.co.kr/newdata/pokedex/mid/044501.png,No.0445,한카리아스,
556,https://data1.pokemonkorea.co.kr/newdata/pokedex/mid/044502.png,No.0445,메가한카리아스,
557,https://data1.pokemonkorea.co.kr/newdata/pokedex/mid/044601.png,No.0446,먹고자,
558,https://data1.pokemonkorea.co.kr/newdata/pokedex/mid/044701.png,No.0447,리오르,
559,https://data1.pokemonkorea.co.kr/newdata/pokedex/mid/044801.png,No.0448,루카리오,
560,https://data1.pokemonkorea.co.kr/newdata/pokedex/mid/044802.png,No.0448,메가루카리오,
561,https://data1.pokemonkorea.co.kr/newdata/pokedex/mid/044901.png,No.0449,히포포타스,
562,https://data1.pokemonkorea.co.kr/newdata/pokedex/mid/045001.png,No.0450,하마돈,
563,https://data1.pokemonkorea.co.kr/newdata/pokedex/mid/045101.png,No.0451,스콜피,
564,https://data1.pokemonkorea.co.kr/newdata/pokedex/mid/045201.png,No.0452,드래피온,
565,https://data1.pokemonkorea.co.kr/newdata/pokedex/mid/045301.png,No.0453,삐딱구리,
566,https://data1.pokemonkorea.co.kr/newdata/pokedex/mid/045401.png,No.0454,독개굴,
